hshd_num,l,age_range,marital,income_range,homeowner,hshd_composition,hh_size,children
2400,Y,45-54,Unknown,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
2671,N,45-54,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
2787,Y,45-54,Married,150K+,Unknown,2 Adults,2,NOT AVAILABLE
3072,N,45-54,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3119,Y,45-54,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3245,Y,45-54,Unknown,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3261,Y,45-54,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3386,Y,45-54,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3437,N,45-54,Unknown,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3479,Y,45-54,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3701,Y,45-54,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3746,Y,45-54,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
4063,Y,45-54,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
0033,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0136,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0295,N,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0359,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0545,N,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0654,Y,45-54,Married,35-49K,Renter,2 Adults,2,NOT AVAILABLE
0774,Y,45-54,Unknown,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0802,N,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1110,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1146,Y,45-54,Unknown,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1301,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1345,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1377,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1892,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2104,N,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2215,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2240,Y,45-54,Unknown,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2311,Y,45-54,Married,35-49K,Unknown,2 Adults,2,NOT AVAILABLE
2609,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2631,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2641,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2695,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2790,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2834,Y,45-54,Unknown,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2958,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3162,N,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3250,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3575,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3699,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3725,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3825,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3896,N,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3990,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4036,Y,45-54,Married,35-49K,Unknown,2 Adults,2,NOT AVAILABLE
4116,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4120,Y,45-54,Unknown,35-49K,Unknown,2 Adults,2,NOT AVAILABLE
4274,Y,45-54,Married,35-49K,Renter,2 Adults,2,NOT AVAILABLE
4284,N,45-54,Unknown,35-49K,Renter,2 Adults,2,NOT AVAILABLE
4338,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4355,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4535,Y,45-54,Unknown,35-49K,Renter,2 Adults,2,NOT AVAILABLE
4576,Y,45-54,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4826,Y,45-54,Unknown,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4985,Y,45-54,Married,35-49K,Renter,2 Adults,2,NOT AVAILABLE
0385,Y,45-54,Unknown,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0402,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0475,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0503,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0533,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0546,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0582,Y,45-54,Married,50-74K,Renter,2 Adults,2,NOT AVAILABLE
0616,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0637,Y,45-54,Married,50-74K,Renter,2 Adults,2,NOT AVAILABLE
0660,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0662,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0711,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0718,Y,45-54,Unknown,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0720,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0770,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0781,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0857,N,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0953,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0965,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
1074,N,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
1094,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
1106,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
1158,N,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
1427,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
1452,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
1793,Y,45-54,Unknown,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
1821,N,45-54,Unknown,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
1846,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
1890,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
1923,N,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2002,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2020,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2218,Y,45-54,Unknown,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2267,N,45-54,Unknown,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2327,Y,45-54,Married,50-74K,Renter,2 Adults,2,NOT AVAILABLE
2406,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2507,Y,45-54,Unknown,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2533,Y,45-54,Married,50-74K,Unknown,2 Adults,2,NOT AVAILABLE
2564,Y,45-54,Unknown,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2565,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2619,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2622,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2625,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2660,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
2889,Y,45-54,Unknown,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3011,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3043,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3079,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3092,Y,45-54,Married,50-74K,Unknown,2 Adults,2,NOT AVAILABLE
3178,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3186,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3214,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3257,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3454,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3692,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3786,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3845,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3887,Y,45-54,Married,50-74K,Renter,2 Adults,2,NOT AVAILABLE
3913,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3933,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
3940,Y,45-54,Married,50-74K,Unknown,2 Adults,2,NOT AVAILABLE
4065,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
4072,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
4194,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
4240,Y,45-54,Married,50-74K,Unknown,2 Adults,2,NOT AVAILABLE
4259,Y,45-54,Married,50-74K,Renter,2 Adults,2,NOT AVAILABLE
4320,N,45-54,Married,50-74K,Renter,2 Adults,2,NOT AVAILABLE
4339,Y,45-54,Unknown,50-74K,Renter,2 Adults,2,NOT AVAILABLE
4411,N,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
4442,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
4528,Y,45-54,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0270,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
0309,Y,45-54,Unknown,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
0432,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
0469,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
0525,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
0573,Y,45-54,Married,75-99K,Unknown,2 Adults,2,NOT AVAILABLE
0631,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
0647,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
0736,N,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
0835,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
0995,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
1058,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
1302,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
1468,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
1949,Y,45-54,Unknown,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
1981,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
2011,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
2040,N,45-54,Married,75-99K,Renter,2 Adults,2,NOT AVAILABLE
2137,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
2163,Y,45-54,Unknown,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
2219,Y,45-54,Unknown,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
2750,Y,45-54,Unknown,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
2761,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
2841,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
3037,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
3173,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
3259,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
3558,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
3569,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
3985,Y,45-54,Unknown,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
4275,Y,45-54,Unknown,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
4375,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
4495,Y,45-54,Unknown,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
4650,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
4825,Y,45-54,Married,75-99K,Homeowner,2 Adults,2,NOT AVAILABLE
4866,Y,45-54,Married,75-99K,Renter,2 Adults,2,NOT AVAILABLE
0214,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
0216,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
0350,Y,45-54,Married,100-150K,Unknown,2 Adults,2,NOT AVAILABLE
0875,Y,45-54,Unknown,100-150K,Unknown,2 Adults,2,NOT AVAILABLE
0960,N,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
1198,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
1410,Y,45-54,Unknown,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
1943,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
1956,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
2135,Y,45-54,Unknown,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
2401,Y,45-54,Married,100-150K,Renter,2 Adults,2,NOT AVAILABLE
2470,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
2514,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
2517,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
2618,Y,45-54,Married,100-150K,Renter,2 Adults,2,NOT AVAILABLE
2648,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
2702,Y,45-54,Unknown,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
2819,Y,45-54,Unknown,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3053,Y,45-54,Unknown,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3111,N,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3157,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3252,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3318,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3366,Y,45-54,Married,100-150K,Renter,2 Adults,2,NOT AVAILABLE
3442,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3455,N,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3472,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3481,N,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3630,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3910,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
3948,Y,45-54,Married,100-150K,Unknown,2 Adults,2,NOT AVAILABLE
4228,Y,45-54,Unknown,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
4232,Y,45-54,Unknown,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
4389,N,45-54,Married,100-150K,Renter,2 Adults,2,NOT AVAILABLE
4646,Y,45-54,Married,100-150K,Homeowner,2 Adults,2,NOT AVAILABLE
0314,Y,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
0395,Y,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
0575,Y,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
0705,N,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
0822,Y,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
1001,Y,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
1368,Y,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
3073,Y,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
3109,Y,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
3269,Y,45-54,Married,UNDER 35K,Unknown,2 Adults,2,NOT AVAILABLE
3461,Y,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
3819,Y,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
4004,Y,45-54,Married,UNDER 35K,Homeowner,2 Adults,2,NOT AVAILABLE
4019,Y,45-54,Married,UNDER 35K,Renter,2 Adults,2,NOT AVAILABLE
0123,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
1099,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
1100,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
1118,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
1204,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
1256,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
1506,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
1598,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
1705,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
1932,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
2217,Y,55-64,Unknown,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
2334,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
2454,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
2586,N,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
2683,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
2995,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3021,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3027,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3035,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3096,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3126,N,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3237,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3273,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3345,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3358,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3671,Y,55-64,Married,150K+,Renter,2 Adults,2,NOT AVAILABLE
3691,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3727,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3744,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
3938,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
4028,Y,55-64,Unknown,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
4105,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
4542,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
4742,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
4812,Y,55-64,Married,150K+,Homeowner,2 Adults,2,NOT AVAILABLE
0065,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0145,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0213,N,55-64,Unknown,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0392,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0489,Y,55-64,Unknown,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0495,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0697,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0776,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0782,Y,55-64,Married,35-49K,Renter,2 Adults,2,NOT AVAILABLE
0867,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0983,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1029,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1064,N,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1139,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1325,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1386,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1464,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1507,Y,55-64,Unknown,35-49K,Unknown,2 Adults,2,NOT AVAILABLE
1609,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1614,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1718,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1871,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1884,N,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
1907,Y,55-64,Unknown,35-49K,Renter,2 Adults,2,NOT AVAILABLE
1935,Y,55-64,Married,35-49K,Renter,2 Adults,2,NOT AVAILABLE
1955,Y,55-64,Married,35-49K,Unknown,2 Adults,2,NOT AVAILABLE
1983,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2200,Y,55-64,Unknown,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2330,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2347,Y,55-64,Unknown,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2378,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2408,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2612,N,55-64,Unknown,35-49K,Renter,2 Adults,2,NOT AVAILABLE
2630,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2672,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2709,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2839,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
2947,Y,55-64,Married,35-49K,Renter,2 Adults,2,NOT AVAILABLE
3010,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3084,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3091,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3268,N,55-64,Married,35-49K,Renter,2 Adults,2,NOT AVAILABLE
3357,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3534,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3573,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3586,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3689,N,55-64,Married,35-49K,Unknown,2 Adults,2,NOT AVAILABLE
3818,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3831,Y,55-64,Married,35-49K,Unknown,2 Adults,2,NOT AVAILABLE
3858,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3865,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3882,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3942,Y,55-64,Unknown,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
3963,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4032,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4075,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4078,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4097,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4719,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4946,Y,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
4963,N,55-64,Married,35-49K,Homeowner,2 Adults,2,NOT AVAILABLE
0003,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0059,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0119,N,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0168,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0235,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0281,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0382,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0409,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0472,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0603,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0628,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0658,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0669,Y,55-64,Married,50-74K,Unknown,2 Adults,2,NOT AVAILABLE
0810,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0848,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
0854,Y,55-64,Married,50-74K,Homeowner,2 Adults,2,NOT AVAILABLE
